core_rank_35_30_35,cod_ativo,data,score_general_35_30_35,score_high_value,score_high_short_interest,score_low_momentum,tail_35_30_35,quality_score,quality_percentile_high_is_better,quality_quartile_1_best_4_worst,components_available,valid_for_core,quality_data,quality_age_days
,BRKM5,2026-08-12,,,1.7368026289258094,1.8304856863166208,,24.381878486356097,0.0890410958904109,4.0,2,False,2026-07-30,13.0
,CASH3,2026-08-12,,,0.63857507001444,-2.0680664712840597,,40.02876001665277,0.2465753424657534,4.0,2,False,2026-07-30,13.0
,CBAV3,2026-08-12,,,0.4583911587295922,-2.641663924111423,,67.07461183569244,0.7465753424657534,2.0,2,False,2026-07-30,13.0
,COGN3,2026-08-12,,,-0.7616331863952415,0.9752307968127184,,54.169200327022985,0.5342465753424658,2.0,2,False,2026-07-30,13.0
,CSAN3,2026-08-12,,,0.4873460679206275,1.1325286410343394,,12.736998927919323,0.0068493150684931,4.0,2,False,2026-07-30,13.0
,CSNA3,2026-08-12,,,0.6021384623858685,0.8990645172891584,,36.77501089619488,0.1986301369863013,4.0,2,False,2026-07-30,13.0
,CVCB3,2026-08-12,,,1.7080568458109628,0.3904559873265332,,72.39131556992452,0.7945205479452054,1.0,2,False,2026-07-30,13.0
,DASA3,2026-08-12,,,-0.8032641811273739,0.2713016428490067,,31.69750524186592,0.1575342465753424,4.0,2,False,2026-07-30,13.0
,DXCO3,2026-08-12,,,-0.913937333740336,-0.7348683517372911,,51.44876622210917,0.4589041095890411,3.0,2,False,2026-07-30,13.0
,GFSA3,2026-08-12,,,-0.6130334924952995,1.3233783202292075,,13.732287178167942,0.0136986301369863,4.0,2,False,2026-07-30,13.0
,HAPV3,2026-08-12,,,0.7526601031053936,0.7363654911339701,,39.03953611273527,0.2260273972602739,4.0,2,False,2026-07-30,13.0
,HBSA3,2026-08-12,,,-0.8083097996813248,-0.6479383073617259,,55.01038978458863,0.541095890410959,2.0,2,False,2026-07-30,13.0
,JSLG3,2026-08-12,,,-0.5098061095660473,0.8803833391555261,,18.739856865405592,0.0616438356164383,4.0,2,False,2026-07-30,13.0
,LJQQ3,2026-08-12,,,0.1157810871436778,0.8919743318569384,,40.43450997904395,0.2534246575342466,4.0,2,False,2026-07-30,13.0
,LWSA3,2026-08-12,,,-0.2265381126901366,-0.4747468416935605,,17.3024418691744,0.047945205479452,4.0,2,False,2026-07-30,13.0
,MBRF3,2026-08-12,,,1.0581128753086886,-0.4734842871240708,,34.58956701932997,0.184931506849315,4.0,2,False,2026-07-30,13.0
,MGLU3,2026-08-12,,,1.4502833861458857,1.3453246780187285,,58.02628539182712,0.5958904109589042,2.0,2,False,2026-07-30,13.0
,MOVI3,2026-08-12,,,1.2913138943987592,0.8695396833170195,,58.875656492809696,0.6095890410958904,2.0,2,False,2026-07-30,13.0
,MRVE3,2026-08-12,,,2.5122687042485667,1.6703647209395147,,16.507284022075968,0.0410958904109589,4.0,2,False,2026-07-30,13.0
,NATU3,2026-08-12,,,0.2513485497162392,0.4645768435202543,,43.84371325469195,0.3150684931506849,3.0,2,False,2026-07-30,13.0
,QUAL3,2026-08-12,,,-0.5159115615034976,0.1905482676920892,,57.68370172643719,0.5753424657534246,2.0,2,False,2026-07-30,13.0
,RAPT4,2026-08-12,,,0.9085339749863908,-0.3572696699081904,,21.2057755687884,0.0684931506849315,4.0,2,False,2026-07-30,13.0
,RCSL4,2026-08-12,,,-0.570937516286759,-0.7549424711696343,,31.275181305398878,0.1506849315068493,4.0,2,False,2026-07-30,13.0
,SEER3,2026-08-12,,,-0.9148483819047932,0.2133015833975255,,89.66149537681663,0.9794520547945206,1.0,2,False,2026-07-30,13.0
,SIMH3,2026-08-12,,,-0.0319122907705584,1.218834622065304,,43.35617557742228,0.3013698630136986,3.0,2,False,2026-07-30,13.0
,TEND3,2026-08-12,,,-0.0587032160743202,-1.5340468919782135,,87.58785249974393,0.9726027397260274,1.0,2,False,2026-07-30,13.0
,TIMS3,2026-08-12,,,-1.12182290394809,0.9838151884509586,,71.45838929178977,0.7876712328767124,1.0,2,False,2026-07-30,13.0
,TUPY3,2026-08-12,,,-0.3728319797031708,-1.2276829534339535,,15.455889921578978,0.0342465753424657,4.0,2,False,2026-07-30,13.0
,USIM5,2026-08-12,,,0.3431436992532065,1.0622541203225666,,57.2920755611083,0.5684931506849316,2.0,2,False,2026-07-30,13.0
