month,date,source_file,IBOV,Communication Services,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Utilities
2012-10,2012-10-31,grid_u4lflnxf.xlsx,67.47360346415817,48.688556687963086,46.22051656181883,55.378103434370566,67.44420425760589,48.67521497990822,39.14899782783931,47.3377086533724,,54.23375057498671,91.5137698619128,69.95493055968399
2012-11,2012-11-30,grid_u4lflnxf.xlsx,64.63909068088213,49.72098891651513,46.05625616549832,55.90417999249424,65.5288959323529,48.919667380462926,40.57483980241301,48.46047296162828,,52.91495938338278,93.86541320089508,53.83050137770431
2012-12,2012-12-31,grid_u4lflnxf.xlsx,66.08702572104183,50.03938311010726,46.356746255304486,56.72034335350212,67.12517917737173,49.52277249409454,43.3379365355628,48.170824480002175,,54.260391477368294,95.8055982824248,53.98887105774202
2013-01,2013-01-31,grid_u4lflnxf.xlsx,61.96637285617484,48.72425074704597,47.06558786123577,59.05509352465362,65.2103229622281,48.865939334284256,42.22118565850585,51.498722146979745,,49.76655411030015,97.14484371383281,45.2658511228701
2013-02,2013-02-28,grid_u4lflnxf.xlsx,60.84872757751035,52.061441746757076,45.507931608671484,59.25437939180224,61.96079124469396,49.08234699823426,43.138077889419236,53.049672130905336,,53.35003613770394,98.91167699341716,52.510514633004114
2013-03,2013-03-29,grid_u4lflnxf.xlsx,62.76304672777739,52.916298390768546,44.485388403895215,59.80041326927569,69.81044624724711,50.317435880713305,43.30165128667131,55.095189041502856,,50.047808089981814,100.35669014877058,54.35614630668829
2013-04,2013-04-30,grid_u4lflnxf.xlsx,67.49659132528537,54.8307125485498,44.316641212286086,59.07477915632261,75.51689458910283,49.77875443475863,43.733082431248924,55.74678739899126,,52.023766841558285,104.0460330023967,53.01357345457242
2013-05,2013-05-31,grid_u4lflnxf.xlsx,64.40790292907305,51.28410908751404,38.64637738796567,56.23421006287713,67.22842663634347,52.03773977090177,43.02878219677703,59.34436351943211,,50.02382031861313,86.9381305344924,50.61770961203072
2013-06,2013-06-28,grid_u4lflnxf.xlsx,62.8042582168647,51.12128758635323,40.62018689654383,58.6637208368193,70.05208291121558,51.52838963968137,41.129468967624305,64.17420599800512,,51.07588360857795,86.46712281601987,54.41987826218826
2013-07,2013-07-31,grid_u4lflnxf.xlsx,61.37208234060213,49.10199957915552,41.924034147076604,61.307679725358625,68.06586430879271,51.48639283179831,42.59948307856422,62.367228818193865,,49.15074117944082,82.68859344143792,54.66921684686072
2013-08,2013-08-30,grid_u4lflnxf.xlsx,62.25740346201189,49.9494148158402,42.38372387096875,61.623426362634724,77.76477010791756,51.82726574919083,42.91561011356517,58.65080528356875,,47.2460805707449,82.81149284646871,52.379300082591506
2013-09,2013-09-30,grid_u4lflnxf.xlsx,60.79161826406191,42.65406654335293,42.199722391896785,61.283282695165084,64.15288643918097,52.80965649848059,44.574933758503676,56.24052537486315,,50.08860208650816,84.4560115940461,54.136313135509404
2013-10,2013-10-31,grid_u4lflnxf.xlsx,61.561798701057555,40.883103748865274,42.429489000793005,62.82965621889258,65.5068544473423,53.43459504487371,45.79293221477849,57.515928198878754,,48.22880422298623,81.40827053086674,54.075839504630764
2013-11,2013-11-29,grid_u4lflnxf.xlsx,65.72729473102818,39.15006244917455,42.61466836351102,66.67289670170513,80.28731955745158,53.79746103796003,46.16655338142658,60.510363829013016,,52.0304177633008,82.8556935867485,54.2914283017729
2013-12,2013-12-31,grid_u4lflnxf.xlsx,64.80547640894807,38.83798881651176,40.261248692008486,67.84612284972697,84.05260056974811,54.294314297039584,43.9066832805063,60.83633886667218,,50.50021835040801,81.39649941797045,56.02363128246459
