month,date,source_file,IBOV,Communication Services,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Utilities,Not Classified
2008-11,2008-11-28,grid_20qvjmd3.xlsx,11850.1015847353,607.4941604664,374.8486803421,1660.5916094691,33491.210374663,6650.3507055996,,564.2881046349,,18370.2678918315,,1679.6568121983,1435.6144774864
2008-12,2008-12-31,grid_20qvjmd3.xlsx,11084.4648793578,670.9664017456,379.8318535739,1698.7054993786,29096.400896,6484.0951073584,,578.3441168105,,15653.6763895153,,1771.2051401564,1351.3938902352
2009-01,2009-01-30,grid_20qvjmd3.xlsx,11033.7390162929,640.1761199182,347.016569718,1563.1346492936,26792.8816710137,5406.3233420426,,540.5457836361,,13243.3520813108,,1779.3233593628,1135.9492278552
2009-02,2009-02-27,grid_20qvjmd3.xlsx,11190.3574737604,645.278398119,328.2065148325,1504.9584119475,27042.7876927123,5467.7978954351,,525.4351428682,,12737.0257231951,,1765.0098568858,1192.0434252132
2009-03,2009-03-31,grid_20qvjmd3.xlsx,9959.6274718116,630.3768017484,340.8095350619,1622.1641446852,24508.1156734247,5928.7117384491,,546.0169707833,,9925.1371023446,,1873.3138436703,820.1045273747
2009-04,2009-04-30,grid_20qvjmd3.xlsx,9074.7839544323,629.5864827173,333.6687009801,1658.3478802313,23604.0850165479,6085.9007540989,,525.9903149047,,9126.5961764197,,1866.2612507437,727.8076844644
2009-05,2009-05-29,grid_20qvjmd3.xlsx,9195.7718891232,638.4789535071,339.3132289904,1772.2348913648,25104.4839760658,6117.940696095,,493.3957014979,,8106.9492155235,,1833.8754737786,660.4946823559
2009-06,2009-06-30,grid_20qvjmd3.xlsx,8893.8981333335,664.9810967866,352.4164631081,1886.2961644329,25090.7494652493,6197.1161373837,,451.675785159,,7502.1873271809,,1790.4214522114,680.266123294
2009-07,2009-07-31,grid_20qvjmd3.xlsx,8563.7339145049,662.3138251309,353.159887334,1900.1432919411,25347.7203687452,6435.6718337469,,443.422001161,,7340.7243286723,,1799.9764764247,615.9982155366
2009-08,2009-08-31,grid_20qvjmd3.xlsx,8388.6174345144,670.2474241293,378.1099146997,1999.4413492283,25339.541907989,6759.6342842298,,443.3335790996,,7170.4337352029,,1775.9241535114,596.9381225263
