focus_delta_pp,swap_-3.00pp,swap_-2.00pp,swap_-1.00pp,swap_+0.00pp,swap_+1.00pp,swap_+2.00pp,swap_+3.00pp
-1.0,-11.197461790774163,-9.465982017311198,-7.734502243848232,-6.003022470385266,-4.2715426969223005,-2.5400629234593346,-0.8085831499963687
-0.75,-9.696706173177848,-7.965226399714881,-6.233746626251915,-4.502266852788949,-2.7707870793259834,-1.0393073058630176,0.6921724675999483
-0.5,-8.19595055558153,-6.464470782118565,-4.732991008655599,-3.001511235192633,-1.2700314617296673,0.4614483117332986,2.1929280851962645
-0.25,-6.695194937985214,-4.963715164522249,-3.2322353910592825,-1.5007556175963166,0.2307241558666493,1.9622039293296152,3.693683702792581
0.0,-5.194439320388898,-3.4629595469259318,-1.7314797734629659,0.0,1.7314797734629659,3.4629595469259318,5.194439320388898
0.25,-3.693683702792581,-1.9622039293296152,-0.2307241558666493,1.5007556175963166,3.2322353910592825,4.963715164522249,6.695194937985214
0.5,-2.1929280851962645,-0.4614483117332986,1.2700314617296673,3.001511235192633,4.732991008655599,6.464470782118565,8.19595055558153
