target,sample,start,end,n,r2,adj_r2,invalid_nonpositive_windows_full,d_focus_pib3_beta,d_focus_pib3_beta_std,d_focus_pib3_t,d_focus_pib3_p,d_focus_pib3_partial_r2,d_bcom_usd3_beta,d_bcom_usd3_beta_std,d_bcom_usd3_t,d_bcom_usd3_p,d_bcom_usd3_partial_r2,d_usdbrl3_beta,d_usdbrl3_beta_std,d_usdbrl3_t,d_usdbrl3_p,d_usdbrl3_partial_r2,d_ipca12_3_available_beta,d_ipca12_3_available_beta_std,d_ipca12_3_available_t,d_ipca12_3_available_p,d_ipca12_3_available_partial_r2,d_swap360_3_beta,d_swap360_3_beta_std,d_swap360_3_t,d_swap360_3_p,d_swap360_3_partial_r2,focus_ibov_same_sample,focus_difference_vs_ibov,focus_difference_p,d_focus_pib3_q_bh,d_bcom_usd3_q_bh,d_usdbrl3_q_bh,d_ipca12_3_available_q_bh,d_swap360_3_q_bh,focus_difference_q_bh
Communication Services,ex_2013_14,2009-04,2026-07,184,0.07607061262603543,0.05011753994699142,0,-1.0551454972175867,-0.07550815951397988,-0.9458722207781625,0.3442137637735818,0.0045710089220903916,-0.13883137633718734,-0.08531478583911827,-0.5167801585801381,0.6053096322505283,0.0038619165730123806,-0.40675778016574105,-0.2414545590732794,-1.5090057737895932,0.13129730729027722,0.02988917599446439,2.741022214609645,0.24391374698958634,2.291007074707301,0.021963004487102644,0.041822378071602606,-0.13581286269003734,-0.011805111948994085,-0.11660739229556684,0.9071711794881825,8.65253057288351e-05,6.179005187471408,-7.234150684688998,7.848961884882044e-07,0.42070571127882217,0.9662546132430333,0.36106759504826236,0.24159304935812909,0.9683227461635778,2.8779526911234163e-06
Communication Services,ex_2020_21,2009-04,2026-07,184,0.08321338194884342,0.057460948857518734,0,-0.7398567885381091,-0.033069120392357085,-0.42801143018410526,0.6686427986451651,0.000904006239691002,-0.004009908497659115,-0.00213359016121316,-0.013955539193255241,0.9888654521631886,2.739791796546598e-06,-0.35286327976802,-0.18410604621455007,-1.2269517947417083,0.21984070956910085,0.01786789867802674,3.5699441360864514,0.25730268008289986,2.5040113131757753,0.012279410772955135,0.05117773072627718,0.29074363420999927,0.02023532869600153,0.18604113481263776,0.8524125034726469,0.00030851565018963356,3.8491398290680143,-4.588996617606125,0.026764239495962183,0.7487098281381741,0.9888654521631886,0.4234185263265951,0.06753675925125324,0.852412503472647,0.098135544818528
Communication Services,clean,2009-04,2026-07,160,0.10191467204103677,0.0727560574969145,0,-1.4236058141443197,-0.06642529438183913,-0.7477053023992102,0.45463793216829584,0.0036763612038001048,-0.1522009352803948,-0.08265542952507653,-0.4824356014770666,0.6294965356011621,0.004013498187507958,-0.49140217763643745,-0.26060453908547276,-1.530995553467601,0.1257704916016742,0.03575036976838464,3.4927059563297522,0.26709879165768274,2.4886259026690927,0.012823782273272633,0.05343982074393261,0.6811491629801252,0.04748760541224445,0.47516280045994597,0.6346709393399252,0.0016579141359638339,4.166800677918155,-5.590406492062472,0.011568348844297693,0.7144310362644648,0.718167628131334,0.2737209695649228,0.07053080250299948,0.6981380332739178,0.06362591864363731
Communication Services,ex_seams,2009-04,2026-07,193,0.07669219709475894,0.052004822685527974,0,-0.4563795373955875,-0.03118162279553999,-0.41793580686910425,0.6759940518784902,0.0007929271916206071,-0.12019341105150849,-0.07035667339630103,-0.5241191036461282,0.6001957021418398,0.002843926725725421,-0.3243274198767141,-0.1863798477964846,-1.3160974366094005,0.18814134124796844,0.018685179354608672,3.3204804497564946,0.2717779040383032,2.602537571554884,0.00925366751647605,0.05488258996752704,-0.7477882158119704,-0.06283941280982193,-0.589958605094235,0.555218402083429,0.0026501766634002832,6.257300955716724,-6.713680493112314,7.366251579377092e-06,0.6759940518784902,0.8090555968373689,0.39477873517995377,0.10179034268123655,0.6786002692130799,2.700958912438267e-05
Communication Services,audit_clean,2009-04,2026-07,151,0.10328106483799182,0.07235972224619847,0,-1.3415917401323207,-0.06226055784999246,-0.6501079187065504,0.5156225145381561,0.0032097802286424892,-0.18061909444386803,-0.09591023739898266,-0.6046006459415331,0.5454443773767197,0.005321768764018131,-0.5096114581643711,-0.2682926784812775,-1.5457111127198575,0.12217435222402129,0.03737589244006245,3.6552780206018265,0.2645668685651993,2.5437629744531454,0.010966547263408177,0.05497848371349057,0.8099447854647558,0.05424604630491385,0.5413797975584467,0.5882458290706729,0.0022780226867160636,4.442488062949742,-5.78407980308206,0.016406867932986735,0.6992771055179756,0.9581476092413563,0.27322637413212103,0.060316009948744975,0.6470704119777402,0.06015851575428469
Communication Services,since_2020,2020-01,2026-07,79,0.18628387439113303,0.13054989318504628,0,-0.05378320270849386,-0.009766855504864985,-0.08016677609009722,0.9361046139273366,6.993226720297674e-05,0.13015135919313972,0.18960223900501214,1.0829582858088884,0.27882693890910737,0.017339629729497652,-0.03490828493736217,-0.04192718616418426,-0.2897190991189561,0.7720311437123839,0.0008794238113288833,1.825364899877989,0.41586259146604565,2.5184039587176708,0.011788802900501771,0.1247652399416258,-1.5872727289717166,-0.32514483242026965,-1.7553537411978861,0.07919881937688711,0.06381528779529255,6.517266411873479,-6.571049614581968,1.7365088992304933e-05,0.9361046139273366,0.5513720907474443,0.831904993950753,0.06483841595275974,0.14519783552429302,9.550798945767713e-05
Communication Services,since_2022,2022-01,2026-07,55,0.33832040681732867,0.27080208098236225,0,4.081376394847972,0.1933339863636839,1.3585496054887507,0.17428935343997987,0.036249183560152276,0.23246316298098701,0.2915490232665865,3.1616252408458525,0.0015689133524847687,0.04526765587681836,0.10224463812231077,0.08956447526639016,0.48263305412817425,0.6293563050626796,0.003854654283960368,2.1792817164774743,0.42061721921195355,2.9140183325094324,0.0035680895257024225,0.15874009716416249,-2.6386691165778986,-0.39537947865251827,-1.9991964501718849,0.04558710251120357,0.09500596253432625,0.2982402843671333,3.783136110480841,0.47401580412032907,0.6390609626132595,0.009353498314541686,0.7231921470233547,0.01308299492757555,0.1671527092077464,0.9772311542052887
Communication Services,since_2022_ex_seams,2022-01,2026-07,52,0.3488743812107209,0.27809985742927756,0,4.385167485774207,0.20654765275408798,1.4812620752894876,0.1385367503201025,0.04155365963574964,0.22308751650583591,0.27292861084439446,2.4906344774626574,0.012751522978133867,0.037824637542802186,0.10050021810809362,0.08800967520193527,0.4848600847822994,0.627775597975796,0.0035130457154795014,2.257428798661581,0.43378646372037877,3.075617501491205,0.002100671391560782,0.16875543352085276,-2.7232163976445,-0.4049410631135442,-2.0693480455393063,0.03851343811764307,0.10001063923035036,-0.25374865841430233,4.638916144188507,0.37531201618132615,0.6845642455099491,0.14026675275947253,0.6905531577733756,0.007702461769056201,0.14121593976469127,0.9127750527660768
Consumer Discretionary,full,2009-04,2026-07,208,0.19275513404364952,0.17277382548037357,0,3.92559497336404,0.2756882411244894,3.345768664314699,0.0008205482341148151,0.06119621847546464,0.015085836610212455,0.009402665917781279,0.0697005181663428,0.9444320293495982,4.860462001110566e-05,-0.20256108051625787,-0.12202009553706478,-0.9934820851807908,0.32047507662632246,0.00770488089029342,2.2831567981161767,0.19872727344855248,1.9691613214574861,0.04893456891293324,0.028922882436577035,1.9040317015584676,0.16683495232199935,1.5358272306554446,0.12458075925338052,0.018250828134407815,5.968952397629377,-2.043357424265335,0.23297111682719351,0.009026030575262967,0.9866714792407835,0.5033100362593185,0.2246705158112964,0.36354796876680706,0.28474247612212544
Consumer Discretionary,ex_2013_14,2009-04,2026-07,184,0.2640832588475134,0.2434114402758143,0,4.538925815437483,0.3542791715015566,4.382574440276152,1.1728507188335513e-05,0.10062723524790629,0.07617274238111582,0.0510560565921683,0.3816370107194615,0.7027306278131151,0.0013830848185791833,-0.1408031790566926,-0.09116392244047937,-0.7360790727326499,0.46168257770463095,0.004260780172763323,2.205377592873549,0.2140512071335312,1.8330333324017976,0.06679761426921438,0.032208576475901474,1.6635306492242994,0.15771427878837674,1.35703248199669,0.17477088985203348,0.015443472224677901,6.179005187471408,-1.6400793720339244,0.33350838447744713,0.00012901357907169064,0.9662546132430333,0.5642787060834379,0.2632026036499188,0.3888261902065162,0.40762135880576866
Consumer Discretionary,ex_2020_21,2009-04,2026-07,184,0.06364912114308985,0.03734713016396318,0,2.447671839493641,0.12598564499354845,1.1313290566239649,0.25791661891114126,0.013121040290522301,0.04720799495048836,0.028925773742024007,0.19617761283333734,0.8444711499565125,0.0005035765876371112,-0.11620185504283942,-0.06981802160494227,-0.49281766959269785,0.6221414245358077,0.0025696410110076506,1.9373754102912943,0.1608013035843598,1.377682708758252,0.16830127225507385,0.019988101010191106,1.6145215065409653,0.12940074458620165,1.1757047992735117,0.23971286014605675,0.012616248178006662,3.8491398290680143,-1.4014679895743736,0.5735402393464533,0.7043878603541852,0.9289182649521639,0.8373060161960555,0.6171046649352708,0.4394735769344374,0.6308942632810985
Consumer Discretionary,clean,2009-04,2026-07,160,0.09774698160358963,0.06845305243487498,0,3.87785693309109,0.2245211736323114,1.9978666584665683,0.0457311182048894,0.042001597258747636,0.11230000555585362,0.07567555768111296,0.4932960484215719,0.6218034200879758,0.0033642755339927666,-0.03675306206823725,-0.024185786430818257,-0.1629416782454459,0.8705643548234256,0.0003079193729585983,1.8628564492126496,0.17677102274967732,1.2855894077544885,0.19858639534788347,0.023406867427755995,1.2487249647331016,0.108025584317642,0.9114026347403509,0.3620832658940323,0.008579357033339341,4.166800677918155,-0.28894374482706386,0.9053824929541239,0.16768076675126112,0.718167628131334,0.8960101119446274,0.4368900697653436,0.5689879892620507,0.9053824929541239
Consumer Discretionary,ex_seams,2009-04,2026-07,193,0.19549396054577683,0.1739831038758778,0,4.128321639343767,0.30080952715117104,3.6721900215725243,0.00024048075852101114,0.07379366121554554,-0.10984084554414086,-0.0685699787809345,-0.48417284015615825,0.6282632103810517,0.0027013187853925924,-0.2533139469021459,-0.1552458138992918,-1.2892985437757947,0.1972943170571817,0.012964004183352307,2.498216592899723,0.21806643176326745,1.9076832799195655,0.05643216403880347,0.03533327897770633,1.6418024754072968,0.14713632976393995,1.3094918962899158,0.19036778099505236,0.014529491866812183,6.257300955716724,-2.128979316372954,0.20476864134194273,0.0026452883437311225,0.8090555968373689,0.39477873517995377,0.15518845110670954,0.4188091181891152,0.25027278386237445
Consumer Discretionary,audit_clean,2009-04,2026-07,151,0.08795004452529609,0.05650004606065118,0,3.651566511074157,0.21908418734526902,1.888654376910375,0.05893815563569116,0.039743979334243784,0.02321735208552478,0.01593871035360106,0.10131442213927593,0.9193008678918129,0.0001469712626032127,-0.10791865506636311,-0.07345229115923567,-0.4904854042577286,0.6237904556313889,0.0028014612711003695,1.5371674392555503,0.14383858570559244,1.0224388018441264,0.3065732636246512,0.016250721680375002,1.4768348284764325,0.12787445275969744,1.052126662091658,0.29274144107752287,0.012658709703629145,4.442488062949742,-0.7909215518755826,0.753447261981266,0.21610657066420091,0.9581476092413563,0.7624105568828087,0.48175798569588046,0.45971750530088473,0.7648892435215306
Consumer Discretionary,since_2020,2020-01,2026-07,79,0.3324190373724224,0.28669431390478006,0,4.870679368193197,0.36719245724209915,3.142164669167334,0.0016770368914262868,0.09884520034297417,0.2998836528036213,0.18136089640054093,0.9966030406257771,0.3189572294801901,0.015865004641063996,0.14834284394985153,0.07396562190298334,0.3543823416541106,0.7230523663305033,0.0027369484214537776,3.2837857952095564,0.3105782853800698,1.552958971289181,0.12043293682210177,0.06958827499502951,-0.07806289552105661,-0.0066384404733304675,-0.03426123541860945,0.9726688363635978,2.660131773668528e-05,6.517266411873479,-1.6465870436802756,0.48233847947328123,0.003689481161137831,0.5513720907474443,0.831904993950753,0.24347335092644412,0.9726688363635977,0.5895248082451215
Consumer Discretionary,since_2022,2022-01,2026-07,55,0.3036758566825378,0.23262237267055197,0,-1.3870946547388894,-0.03031324712635297,-0.17092215839637873,0.8642849731631006,0.000891141641572446,0.8259860729720208,0.4779197491726909,3.1380711237226686,0.0017006360571893975,0.12163954270573585,1.5369158863551888,0.6211123259496815,3.0616191798748376,0.0022014333431292776,0.18537627763781506,3.8629371275868842,0.34396647583416856,1.527276698439713,0.12669222118259826,0.10615605717454313,-6.299339587919677,-0.4354607497855048,-2.629208156911987,0.008558395646113048,0.1152446160871834,0.2982402843671333,-1.6853349391060166,0.8200860465305913,0.9072887452862399,0.009353498314541686,0.012107883387211027,0.2787228866017162,0.047071176053621766,0.9772311542052887
