data_referencia,instituicoes_financeiras_r_bilhoes,fundos_r_bilhoes,nao_residentes_r_bilhoes,previdencia_r_bilhoes,governo_r_bilhoes,seguradoras_r_bilhoes,outros_r_bilhoes,instituicoes_financeiras_participacao_pct,instituicoes_financeiras_participacao_publicada_pct,instituicoes_financeiras_participacao_sobre_total_publicado_pct,instituicoes_financeiras_diferenca_publicada_menos_calculada_pp,fundos_participacao_pct,fundos_participacao_publicada_pct,fundos_participacao_sobre_total_publicado_pct,fundos_diferenca_publicada_menos_calculada_pp,nao_residentes_participacao_pct,nao_residentes_participacao_publicada_pct,nao_residentes_participacao_sobre_total_publicado_pct,nao_residentes_diferenca_publicada_menos_calculada_pp,previdencia_participacao_pct,previdencia_participacao_publicada_pct,previdencia_participacao_sobre_total_publicado_pct,previdencia_diferenca_publicada_menos_calculada_pp,governo_participacao_pct,governo_participacao_publicada_pct,governo_participacao_sobre_total_publicado_pct,governo_diferenca_publicada_menos_calculada_pp,seguradoras_participacao_pct,seguradoras_participacao_publicada_pct,seguradoras_participacao_sobre_total_publicado_pct,seguradoras_diferenca_publicada_menos_calculada_pp,outros_participacao_pct,outros_participacao_publicada_pct,outros_participacao_sobre_total_publicado_pct,outros_diferenca_publicada_menos_calculada_pp,total_ntnb_r_bilhoes,total_ntnb_publicado_r_bilhoes,diferenca_total_calculado_menos_publicado_r_bilhoes,soma_participacoes_calculadas_pct,soma_participacoes_publicadas_pct,maior_diferenca_participacao_publicada_vs_calculada_pp,status_reconciliacao_fonte,fonte_publicacao,fonte_anexo,planilha_fonte,metodologia
2013-07-31,117.981796072,116.337765626,49.063859004,199.576428242,73.350149899,33.714467342,19.11763651,19.368517715,19.368517715,19.368517715,0.0,19.098624953,19.098624953,19.098624953,0.0,8.054583452,8.054583452,8.054583452,0.0,32.763525515,32.763525515,32.763525515,0.0,12.041549841,12.041549841,12.041549841,0.0,5.534745865,5.534745865,5.534745865,0.0,3.138452657,3.138452657,3.138452657,0.0,609.142102695,609.142102695,0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2013-08-31,125.235194546,109.30284955,49.857480807,196.724116494,73.11747088,32.673809573,18.871647089,20.673291205,20.673291205,20.673291205,-0.0,18.043247719,18.043247719,18.043247719,-0.0,8.230260058,8.230260058,8.230260058,-0.0,32.474377207,32.474377207,32.474377207,-0.0,12.069919907,12.069919907,12.069919907,-0.0,5.393652979,5.393652979,5.393652979,-0.0,3.115250926,3.115250926,3.115250926,-0.0,605.78256894,605.78256894,0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2013-09-30,129.739867895,111.866642076,47.917070927,196.805252059,78.266972685,34.066973344,18.677433937,21.015943102,21.015943102,21.015943102,0.0,18.120744402,18.120744402,18.120744402,0.0,7.761858036,7.761858036,7.761858036,0.0,31.879545174,31.879545174,31.879545174,0.0,12.678094031,12.678094031,12.678094031,0.0,5.518346712,5.518346712,5.518346712,0.0,3.025468542,3.025468542,3.025468542,0.0,617.340212924,617.340212924,0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2013-10-31,136.402578636,109.299186152,46.530267994,199.620492249,81.118921658,35.252909421,18.888088289,21.750896487,21.750896487,21.750896487,0.0,17.428961445,17.428961445,17.428961445,0.0,7.419764734,7.419764734,7.419764734,0.0,31.831690478,31.831690478,31.831690478,0.0,12.935307277,12.935307277,12.935307277,0.0,5.621465454,5.621465454,5.621465454,0.0,3.011914124,3.011914124,3.011914124,0.0,627.112444398,627.112444398,-0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2013-11-30,137.648837837,111.138623099,46.194858127,200.273679789,80.286014754,35.454538838,19.157668785,21.843674643,21.843674643,21.843674643,0.0,17.636733891,17.636733891,17.636733891,0.0,7.330722634,7.330722634,7.330722634,0.0,31.781692964,31.781692964,31.781692964,0.0,12.740693,12.740693,12.740693,0.0,5.626327277,5.626327277,5.626327277,0.0,3.04015559,3.04015559,3.04015559,0.0,630.15422123,630.15422123,0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2013-12-31,153.161789097,111.571557785,46.499780251,205.542121489,80.69015465,31.916880857,20.340147171,23.573418697,23.573418697,23.573418697,0.0,17.172188062,17.172188062,17.172188062,0.0,7.156868535,7.156868535,7.156868535,0.0,31.635374059,31.635374059,31.635374059,0.0,12.41917329,12.41917329,12.41917329,0.0,4.912387093,4.912387093,4.912387093,0.0,3.130590263,3.130590263,3.130590263,0.0,649.7224313,649.7224313,0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2014-01-31,157.753210662,109.920625655,48.914391117,210.318829801,81.900757332,32.398067596,20.879620182,23.826712729,23.826712729,23.826712729,0.0,16.602179819,16.602179819,16.602179819,0.0,7.387926626,7.387926626,7.387926626,0.0,31.766113146,31.766113146,31.766113146,0.0,12.370117914,12.370117914,12.370117914,0.0,4.893335903,4.893335903,4.893335903,0.0,3.153613862,3.153613862,3.153613862,0.0,662.085502344,662.085502344,-0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2014-02-28,158.599112709,109.24600979,49.326518519,204.413688979,83.341348682,33.754541646,21.047728054,24.040041459,24.040041459,24.040041459,0.0,16.55922634,16.55922634,16.55922634,0.0,7.476785525,7.476785525,7.476785525,0.0,30.984495903,30.984495903,30.984495903,0.0,12.63266511,12.63266511,12.63266511,0.0,5.116425727,5.116425727,5.116425727,0.0,3.190359936,3.190359936,3.190359936,0.0,659.72894838,659.72894838,0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2014-03-31,157.636795132,114.462093724,51.072063413,206.447498285,85.449232291,34.42675688,21.459747548,23.494420055,23.494420055,23.494420055,0.0,17.059598985,17.059598985,17.059598985,0.0,7.611855531,7.611855531,7.611855531,0.0,30.769239122,30.769239122,30.769239122,0.0,12.735479398,12.735479398,12.735479398,0.0,5.131014536,5.131014536,5.131014536,0.0,3.198392372,3.198392372,3.198392372,0.0,670.954187274,670.954187274,0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2014-04-30,160.803849328,114.695495103,53.863957305,210.049941867,88.330402367,35.362483576,21.741189864,23.480248045,23.480248045,23.480248045,-0.0,16.747600794,16.747600794,16.747600794,-0.0,7.865104495,7.865104495,7.865104495,-0.0,30.671061405,30.671061405,30.671061405,-0.0,12.897824064,12.897824064,12.897824064,-0.0,5.163557274,5.163557274,5.163557274,-0.0,3.174603922,3.174603922,3.174603922,-0.0,684.847319412,684.847319412,-0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2014-05-31,155.937035929,118.441760014,59.78964864,212.534701205,89.227330688,34.522778982,21.601855004,22.532459276,22.532459276,22.532459276,-0.0,17.114498285,17.114498285,17.114498285,-0.0,8.639434596,8.639434596,8.639434596,-0.0,30.710661332,30.710661332,30.710661332,-0.0,12.893096133,12.893096133,12.893096133,-0.0,4.988443617,4.988443617,4.988443617,-0.0,3.121406761,3.121406761,3.121406761,-0.0,692.055110462,692.055110462,0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2014-06-30,161.405273935,121.657577426,63.525458996,216.053362501,90.216679209,34.959747968,21.33600345,22.760253821,22.760253821,22.760253821,-0.0,17.155308956,17.155308956,17.155308956,-0.0,8.957920244,8.957920244,8.957920244,-0.0,30.466348772,30.466348772,30.466348772,-0.0,12.721731252,12.721731252,12.721731252,-0.0,4.929781524,4.929781524,4.929781524,-0.0,3.008655431,3.008655431,3.008655431,-0.0,709.154103486,709.154103486,0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2014-07-31,162.298242475,125.923650122,66.754078643,217.547192693,90.893141994,35.648664125,21.397183286,22.526962967,22.526962967,22.526962967,0.0,17.478176964,17.478176964,17.478176964,0.0,9.265452506,9.265452506,9.265452506,0.0,30.195505994,30.195505994,30.195505994,0.0,12.615949578,12.615949578,12.615949578,0.0,4.948027313,4.948027313,4.948027313,0.0,2.969924678,2.969924678,2.969924678,0.0,720.462153338,720.462153338,-0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2014-08-31,146.699160986,117.89919135,63.703175215,208.433406113,82.010851883,31.821365372,20.611124877,21.856959064,21.856959064,21.856959064,-0.0,17.566002298,17.566002298,17.566002298,-0.0,9.4912451,9.4912451,9.4912451,-0.0,31.0548499,31.0548499,31.0548499,-0.0,12.21893718,12.21893718,12.21893718,-0.0,4.741119688,4.741119688,4.741119688,-0.0,3.07088677,3.07088677,3.07088677,-0.0,671.178275797,671.178275797,0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2014-09-30,146.818906091,117.961178377,68.319509317,212.403661973,82.668696107,32.119221432,20.844298728,21.55502277,21.55502277,21.55502277,0.0,17.31831379,17.31831379,17.31831379,0.0,10.030238054,10.030238054,10.030238054,0.0,31.18376163,31.18376163,31.18376163,0.0,12.136894862,12.136894862,12.136894862,0.0,4.715540851,4.715540851,4.715540851,0.0,3.060228043,3.060228043,3.060228043,0.0,681.135472025,681.135472025,0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2014-10-31,143.775964624,118.865892198,73.153539527,215.722460947,83.538002746,32.475082463,23.83043873,20.796065347,20.796065347,20.796065347,-0.0,17.193018792,17.193018792,17.193018792,-0.0,10.581085596,10.581085596,10.581085596,-0.0,31.202561613,31.202561613,31.202561613,-0.0,12.083116734,12.083116734,12.083116734,-0.0,4.697265908,4.697265908,4.697265908,-0.0,3.44688601,3.44688601,3.44688601,-0.0,691.361381234,691.361381234,0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2014-11-30,143.185904169,121.031915491,72.477002784,217.459258513,83.553256549,33.135510738,23.85649592,20.611204742,20.611204742,20.611204742,-0.0,17.422200914,17.422200914,17.422200914,-0.0,10.432858962,10.432858962,10.432858962,-0.0,31.302643415,31.302643415,31.302643415,-0.0,12.027254272,12.027254272,12.027254272,-0.0,4.769762778,4.769762778,4.769762778,-0.0,3.434074916,3.434074916,3.434074916,-0.0,694.699344163,694.699344163,-0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2014-12-31,158.198679638,123.143374566,72.743277068,219.792119274,83.876221101,33.441532183,22.490397096,22.166438476,22.166438476,22.166438476,0.0,17.254569016,17.254569016,17.254569016,0.0,10.19262221,10.19262221,10.19262221,0.0,30.796770873,30.796770873,30.796770873,0.0,11.752544957,11.752544957,11.752544957,0.0,4.68575128,4.68575128,4.68575128,0.0,3.151303188,3.151303188,3.151303188,0.0,713.685600927,713.685600927,0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2015-01-31,158.56520975,128.949809241,73.692808358,223.584967026,86.868835183,34.514351137,22.851979489,21.750223367,21.750223367,21.750223367,0.0,17.687909968,17.687909968,17.687909968,0.0,10.108365163,10.108365163,10.108365163,0.0,30.668915218,30.668915218,30.668915218,0.0,11.915706931,11.915706931,11.915706931,0.0,4.734297314,4.734297314,4.734297314,0.0,3.134582038,3.134582038,3.134582038,0.0,729.027960183,729.027960183,0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2015-02-28,155.166910426,132.601958375,71.184965549,228.677264103,88.528994121,34.553953181,23.299347271,21.139520328,21.139520328,21.139520328,0.0,18.065332273,18.065332273,18.065332273,0.0,9.698047233,9.698047233,9.698047233,0.0,31.154372151,31.154372151,31.154372151,0.0,12.060950789,12.060950789,12.060950789,0.0,4.707537152,4.707537152,4.707537152,0.0,3.174240074,3.174240074,3.174240074,0.0,734.013393025,734.013393025,-0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2015-03-31,157.610302623,137.72960671,73.012019969,235.980440241,91.844464415,35.566079186,24.655579539,20.836940336,20.836940336,20.836940336,0.0,18.208604068,18.208604068,18.208604068,0.0,9.652586656,9.652586656,9.652586656,0.0,31.197899325,31.197899325,31.197899325,0.0,12.142338371,12.142338371,12.142338371,0.0,4.702029358,4.702029358,4.702029358,0.0,3.259601887,3.259601887,3.259601887,0.0,756.398492681,756.398492681,0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2015-04-30,159.78432307,143.481723462,76.825685493,240.493185527,95.428328654,36.360777149,26.071796929,20.526068598,20.526068598,20.526068598,-0.0,18.431818853,18.431818853,18.431818853,-0.0,9.869111439,9.869111439,9.869111439,-0.0,30.894017189,30.894017189,30.894017189,-0.0,12.25882729,12.25882729,12.25882729,-0.0,4.670945132,4.670945132,4.670945132,-0.0,3.349211499,3.349211499,3.349211499,-0.0,778.445820284,778.445820284,0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2015-05-31,143.597761056,120.862848433,72.494711549,243.553064066,89.971997326,34.871396875,24.417198187,19.677153385,19.677153385,19.677153385,0.0,16.561795878,16.561795878,16.561795878,0.0,9.933926186,9.933926186,9.933926186,0.0,33.373995275,33.373995275,33.373995275,0.0,12.328832836,12.328832836,12.328832836,0.0,4.778415903,4.778415903,4.778415903,0.0,3.345880538,3.345880538,3.345880538,0.0,729.768977492,729.768977492,-0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2015-06-30,143.350267376,126.342012565,76.503025845,249.698164171,93.252938821,35.588897577,25.880376658,19.097691484,19.097691484,19.097691484,0.0,16.831784284,16.831784284,16.831784284,0.0,10.192036694,10.192036694,10.192036694,0.0,33.265780322,33.265780322,33.265780322,0.0,12.42352657,12.42352657,12.42352657,0.0,4.741294165,4.741294165,4.741294165,0.0,3.447886481,3.447886481,3.447886481,0.0,750.615683012,750.615683012,0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2015-07-31,143.802104468,133.602140213,73.696239434,256.951596444,95.005718963,36.430207288,27.659401048,18.745042086,18.745042086,18.745042086,0.0,17.415445695,17.415445695,17.415445695,0.0,9.60652916,9.60652916,9.60652916,0.0,33.49442282,33.49442282,33.49442282,0.0,12.384284688,12.384284688,12.384284688,0.0,4.748788423,4.748788423,4.748788423,0.0,3.605487129,3.605487129,3.605487129,0.0,767.147407859,767.147407859,0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2015-08-31,142.127450676,138.252760062,62.194351816,262.895690423,94.491908884,36.507332374,30.059473166,18.541693363,18.541693363,18.541693363,0.0,18.036208146,18.036208146,18.036208146,0.0,8.113764053,8.113764053,8.113764053,0.0,34.296902218,34.296902218,34.296902218,0.0,12.327245662,12.327245662,12.327245662,0.0,4.762681376,4.762681376,4.762681376,0.0,3.92150518,3.92150518,3.92150518,0.0,766.528967401,766.528967401,0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2015-09-30,143.854427173,138.652281059,57.777135826,268.222544999,95.011350844,37.320968111,31.773969196,18.619216513,18.619216513,18.619216513,-0.0,17.945897751,17.945897751,17.945897751,-0.0,7.478150117,7.478150117,7.478150117,-0.0,34.716301313,34.716301313,34.716301313,-0.0,12.297410287,12.297410287,12.297410287,-0.0,4.830488706,4.830488706,4.830488706,-0.0,4.112535315,4.112535315,4.112535315,-0.0,772.612677207,772.612677207,0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2015-10-31,146.909623429,141.497617181,58.521291994,270.369526416,95.974769283,37.956049728,32.900349161,18.735384212,18.735384212,18.735384212,0.0,18.045191057,18.045191057,18.045191057,0.0,7.463220342,7.463220342,7.463220342,0.0,34.480225585,34.480225585,34.480225585,0.0,12.239662285,12.239662285,12.239662285,0.0,4.840535005,4.840535005,4.840535005,0.0,4.195781514,4.195781514,4.195781514,0.0,784.129227192,784.129227192,-0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2015-11-30,148.579804131,140.525290065,57.876447779,275.778926685,96.341295767,38.672941395,34.244377011,18.759624276,18.759624276,18.759624276,0.0,17.74266468,17.74266468,17.74266468,0.0,7.307456226,7.307456226,7.307456226,0.0,34.819732588,34.819732588,34.819732588,0.0,12.164011935,12.164011935,12.164011935,0.0,4.882829497,4.882829497,4.882829497,0.0,4.323680799,4.323680799,4.323680799,0.0,792.019082835,792.019082835,0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2015-12-31,154.368899725,142.155958507,58.261147252,281.793253788,97.035884383,40.001791033,36.044099571,19.065867467,19.065867467,19.065867467,0.0,17.557465716,17.557465716,17.557465716,0.0,7.195745477,7.195745477,7.195745477,0.0,34.803855177,34.803855177,34.803855177,0.0,11.984754147,11.984754147,11.984754147,0.0,4.940560227,4.940560227,4.940560227,0.0,4.451751788,4.451751788,4.451751788,0.0,809.66103426,809.66103426,0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2016-01-31,160.282764771,143.884340568,57.997587453,286.550138631,99.921119227,40.097785304,38.18081178,19.383231945,19.383231945,19.383231945,-0.0,17.400146238,17.400146238,17.400146238,-0.0,7.013734081,7.013734081,7.013734081,0.0,34.652932327,34.652932327,34.652932327,-0.0,12.08360882,12.08360882,12.08360882,-0.0,4.849084517,4.849084517,4.849084517,-0.0,4.617262072,4.617262072,4.617262072,-0.0,826.914547733,826.914547733,0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
