data_referencia,instituicoes_financeiras_r_bilhoes,fundos_r_bilhoes,nao_residentes_r_bilhoes,previdencia_r_bilhoes,governo_r_bilhoes,seguradoras_r_bilhoes,outros_r_bilhoes,instituicoes_financeiras_participacao_pct,instituicoes_financeiras_participacao_publicada_pct,instituicoes_financeiras_participacao_sobre_total_publicado_pct,instituicoes_financeiras_diferenca_publicada_menos_calculada_pp,fundos_participacao_pct,fundos_participacao_publicada_pct,fundos_participacao_sobre_total_publicado_pct,fundos_diferenca_publicada_menos_calculada_pp,nao_residentes_participacao_pct,nao_residentes_participacao_publicada_pct,nao_residentes_participacao_sobre_total_publicado_pct,nao_residentes_diferenca_publicada_menos_calculada_pp,previdencia_participacao_pct,previdencia_participacao_publicada_pct,previdencia_participacao_sobre_total_publicado_pct,previdencia_diferenca_publicada_menos_calculada_pp,governo_participacao_pct,governo_participacao_publicada_pct,governo_participacao_sobre_total_publicado_pct,governo_diferenca_publicada_menos_calculada_pp,seguradoras_participacao_pct,seguradoras_participacao_publicada_pct,seguradoras_participacao_sobre_total_publicado_pct,seguradoras_diferenca_publicada_menos_calculada_pp,outros_participacao_pct,outros_participacao_publicada_pct,outros_participacao_sobre_total_publicado_pct,outros_diferenca_publicada_menos_calculada_pp,total_ntnb_r_bilhoes,total_ntnb_publicado_r_bilhoes,diferenca_total_calculado_menos_publicado_r_bilhoes,soma_participacoes_calculadas_pct,soma_participacoes_publicadas_pct,maior_diferenca_participacao_publicada_vs_calculada_pp,status_reconciliacao_fonte,fonte_publicacao,fonte_anexo,planilha_fonte,metodologia
2011-12-31,98.015852635,98.668942803,28.776666659,156.041837871,26.970171734,28.282904727,16.772436098,21.611824856,21.611824856,21.611824856,-0.0,21.755826769,21.755826769,21.755826769,-0.0,6.345058101,6.345058101,6.345058101,-0.0,34.406157572,34.406157572,34.406157572,-0.0,5.94673833,5.94673833,5.94673833,-0.0,6.236186973,6.236186973,6.236186973,-0.0,3.698207398,3.698207398,3.698207398,-0.0,453.528812525,453.528812525,0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2012-01-31,107.59554009,100.450259506,30.691255684,153.521527512,27.268221912,29.346095592,17.390242844,23.076140946,23.076140946,23.076140946,0.0,21.543684287,21.543684287,21.543684287,0.0,6.582389395,6.582389395,6.582389395,0.0,32.925941021,32.925941021,32.925941021,0.0,5.84824735,5.84824735,5.84824735,0.0,6.293891341,6.293891341,6.293891341,0.0,3.729705661,3.729705661,3.729705661,0.0,466.263143139,466.263143139,-0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2012-02-29,109.542229922,108.628171112,31.516463895,155.65672234,49.31646732,29.731485236,18.716365857,21.77310845,21.77310845,21.77310845,-0.0,21.591425991,21.591425991,21.591425991,-0.0,6.264354732,6.264354732,6.264354732,-0.0,30.939033273,30.939033273,30.939033273,-0.0,9.80236382,9.80236382,9.80236382,-0.0,5.90956431,5.90956431,5.90956431,-0.0,3.720149424,3.720149424,3.720149424,-0.0,503.107905682,503.107905682,-0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2012-03-31,109.680829863,114.314238905,31.749058656,158.128884892,50.907287634,30.678119675,19.000195168,21.319660456,21.319660456,21.319660456,-0.0,22.220298313,22.220298313,22.220298313,-0.0,6.171353291,6.171353291,6.171353291,-0.0,30.736949552,30.736949552,30.736949552,-0.0,9.895312503,9.895312503,9.895312503,-0.0,5.963185141,5.963185141,5.963185141,-0.0,3.693240743,3.693240743,3.693240743,-0.0,514.458614793,514.458614793,0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2012-04-30,115.368106937,116.760894275,34.029780424,159.631129414,52.429047172,30.549103702,18.691468292,21.872409224,21.872409224,21.872409224,-0.0,22.136464996,22.136464996,22.136464996,-0.0,6.451638178,6.451638178,6.451638178,-0.0,30.264147346,30.264147346,30.264147346,-0.0,9.939918452,9.939918452,9.939918452,-0.0,5.791743622,5.791743622,5.791743622,-0.0,3.543678182,3.543678182,3.543678182,-0.0,527.459530216,527.459530216,-0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2012-05-31,114.360666282,115.634479931,35.375246373,160.116982555,56.582878378,31.516009181,18.746974146,21.482909269,21.482909269,21.482909269,0.0,21.722198038,21.722198038,21.722198038,0.0,6.645319872,6.645319872,6.645319872,0.0,30.078336552,30.078336552,30.078336552,0.0,10.629221409,10.629221409,10.629221409,0.0,5.920353455,5.920353455,5.920353455,0.0,3.521661405,3.521661405,3.521661405,0.0,532.333236846,532.333236846,0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2012-06-30,117.890277816,108.083468959,36.189558886,180.481816423,85.974468616,22.638717659,19.046722923,20.67144271,20.67144271,20.67144271,-0.0,18.951870145,18.951870145,18.951870145,-0.0,6.345649591,6.345649591,6.345649591,-0.0,31.646541153,31.646541153,31.646541153,-0.0,15.075172741,15.075172741,15.075172741,-0.0,3.969580561,3.969580561,3.969580561,-0.0,3.339743099,3.339743099,3.339743099,-0.0,570.305031283,570.305031283,0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2012-07-31,118.020634131,114.783855348,40.493694925,178.501215873,86.630960689,22.698057038,19.512250047,20.325933167,20.325933167,20.325933167,-0.0,19.768483619,19.768483619,19.768483619,-0.0,6.973968093,6.973968093,6.973968093,-0.0,30.74211396,30.74211396,30.74211396,-0.0,14.919892018,14.919892018,14.919892018,-0.0,3.909140074,3.909140074,3.909140074,-0.0,3.360469068,3.360469068,3.360469068,-0.0,580.640668051,580.640668051,-0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2012-08-31,100.635466784,105.536960266,40.273517657,176.662832333,79.190987709,24.738560466,19.005475176,18.429925715,18.429925715,18.429925715,-0.0,19.327563135,19.327563135,19.327563135,-0.0,7.375510468,7.375510468,7.375510468,-0.0,32.353234705,32.353234705,32.353234705,-0.0,14.502680491,14.502680491,14.502680491,-0.0,4.530508441,4.530508441,4.530508441,-0.0,3.480577046,3.480577046,3.480577046,-0.0,546.043800391,546.043800391,-0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2012-09-30,105.963940733,112.042388329,44.300047738,177.093407259,80.746486643,27.09194381,20.795321149,18.654521975,18.654521975,18.654521975,0.0,19.72460802,19.72460802,19.72460802,0.0,7.798843723,7.798843723,7.798843723,0.0,31.176576054,31.176576054,31.176576054,0.0,14.215091464,14.215091464,14.215091464,0.0,4.769426822,4.769426822,4.769426822,0.0,3.660931942,3.660931942,3.660931942,0.0,568.033535661,568.033535661,0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2012-10-31,105.231170582,118.61570394,49.613353612,179.606380609,80.6597327,27.284591419,19.082781052,18.140374229,18.140374229,18.140374229,0.0,20.44767959,20.44767959,20.44767959,0.0,8.552644585,8.552644585,8.552644585,0.0,30.961614701,30.961614701,30.961614701,0.0,13.904603819,13.904603819,13.904603819,0.0,4.703479932,4.703479932,4.703479932,0.0,3.289603144,3.289603144,3.289603144,0.0,580.093713912,580.093713912,0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2012-11-30,101.157892435,128.290714451,52.199356699,177.024952893,81.396808077,27.976221082,17.233590386,17.283688598,17.283688598,17.283688598,0.0,21.919562629,21.919562629,21.919562629,0.0,8.918705249,8.918705249,8.918705249,0.0,30.246222873,30.246222873,30.246222873,0.0,13.907338813,13.907338813,13.907338813,0.0,4.779975953,4.779975953,4.779975953,0.0,2.944505886,2.944505886,2.944505886,0.0,585.279536023,585.279536023,-0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2012-12-31,108.124080138,126.684720023,56.009500314,183.68032394,80.173788915,29.929541637,17.537209318,17.956659615,17.956659615,17.956659615,0.0,21.039109817,21.039109817,21.039109817,0.0,9.301753421,9.301753421,9.301753421,0.0,30.504629965,30.504629965,30.504629965,0.0,13.314827148,13.314827148,13.314827148,0.0,4.970535619,4.970535619,4.970535619,0.0,2.912484415,2.912484415,2.912484415,0.0,602.139164285,602.139164285,0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2013-01-31,98.420053901,133.680773161,57.342120572,191.517136833,85.357261089,31.640789622,18.457748556,15.966501918,15.966501918,15.966501918,-0.0,21.686782688,21.686782688,21.686782688,-0.0,9.302505352,9.302505352,9.302505352,-0.0,31.069468177,31.069468177,31.069468177,-0.0,13.847349386,13.847349386,13.847349386,-0.0,5.133026331,5.133026331,5.133026331,-0.0,2.994366148,2.994366148,2.994366148,-0.0,616.415883735,616.415883735,0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2013-02-28,104.156259997,130.381084387,54.917875143,191.675063557,85.601242624,31.053753462,18.209168014,16.908636185,16.908636185,16.908636185,0.0,21.165951249,21.165951249,21.165951249,0.0,8.915319837,8.915319837,8.915319837,0.0,31.116362239,31.116362239,31.116362239,0.0,13.896430887,13.896430887,13.896430887,0.0,5.041239187,5.041239187,5.041239187,0.0,2.956060415,2.956060415,2.956060415,0.0,615.994447183,615.994447183,0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2013-03-31,105.88041652,131.806543367,57.009605379,193.618850008,86.696524692,31.084650108,18.526912364,16.951077906,16.951077906,16.951077906,0.0,21.101758556,21.101758556,21.101758556,0.0,9.127034951,9.127034951,9.127034951,0.0,30.997688888,30.997688888,30.997688888,0.0,13.879805091,13.879805091,13.879805091,0.0,4.976541867,4.976541867,4.976541867,0.0,2.966092741,2.966092741,2.966092741,0.0,624.623502438,624.623502438,0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2013-04-30,119.840134335,130.100891521,52.182040044,193.793618834,87.596920703,32.346870598,18.95955614,18.877812334,18.877812334,18.877812334,0.0,20.494137697,20.494137697,20.494137697,0.0,8.219973756,8.219973756,8.219973756,0.0,30.527332001,30.527332001,30.527332001,0.0,13.798701406,13.798701406,13.798701406,0.0,5.095439488,5.095439488,5.095439488,0.0,2.986603317,2.986603317,2.986603317,0.0,634.820032176,634.820032176,0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2013-05-31,108.131741106,121.935816442,46.233376611,192.542801735,72.239987254,31.89660682,18.02197406,18.296331566,18.296331566,18.296331566,-0.0,20.632037407,20.632037407,20.632037407,-0.0,7.822875866,7.822875866,7.822875866,-0.0,32.57902726,32.57902726,32.57902726,-0.0,12.223300444,12.223300444,12.223300444,-0.0,5.397035951,5.397035951,5.397035951,-0.0,3.049391506,3.049391506,3.049391506,-0.0,591.002304027,591.002304027,0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
2013-06-30,113.086584974,116.040983899,45.309318701,197.560921906,72.75215183,33.288551866,18.643219824,18.952580366,18.952580366,18.952580366,-0.0,19.447718521,19.447718521,19.447718521,-0.0,7.593548821,7.593548821,7.593548821,-0.0,33.109932981,33.109932981,33.109932981,-0.0,12.192790194,12.192790194,12.192790194,-0.0,5.578946032,5.578946032,5.578946032,-0.0,3.124483086,3.124483086,3.124483086,-0.0,596.681733001,596.681733001,0.0,100.0,100.0,0.0,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,2.8,Estoques extraídos diretamente do Anexo 2.8; participação principal recalculada sobre a soma dos sete grupos
