data_referencia,detentor,detentor_slug,estoque_r_bilhoes,participacao_pct,participacao_publicada_pct,participacao_sobre_total_publicado_pct,total_ntnb_r_bilhoes,total_ntnb_publicado_r_bilhoes,status_reconciliacao_fonte,fonte_publicacao,fonte_anexo
2011-07-31,Fundos,fundos,75.620547244,17.708945206,17.708945206,17.708945206,427.018923853,427.018923853,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip
2011-07-31,Não-residentes,nao_residentes,26.205234107,6.136785197,6.136785197,6.136785197,427.018923853,427.018923853,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip
2011-07-31,Previdência,previdencia,154.671866331,36.221314254,36.221314254,36.221314254,427.018923853,427.018923853,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip
2011-07-31,Governo,governo,27.373238101,6.41031031,6.41031031,6.41031031,427.018923853,427.018923853,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip
2011-07-31,Seguradoras,seguradoras,27.374069285,6.410504958,6.410504958,6.410504958,427.018923853,427.018923853,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip
2011-07-31,Outros,outros,15.722381256,3.681893325,3.681893325,3.681893325,427.018923853,427.018923853,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip
2011-08-31,Instituições Financeiras,instituicoes_financeiras,103.227920895,23.851566034,23.851566034,23.851566034,432.793053289,432.793053289,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip
2011-08-31,Fundos,fundos,84.709028183,19.572640443,19.572640443,19.572640443,432.793053289,432.793053289,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip
2011-08-31,Não-residentes,nao_residentes,26.172043759,6.047242108,6.047242108,6.047242108,432.793053289,432.793053289,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip
2011-08-31,Previdência,previdencia,149.709251832,34.591417467,34.591417467,34.591417467,432.793053289,432.793053289,OK_EXATO,https://www.tesourotransparente.gov.br/publicacoes/relatorio-mensal-da-divida-rmd/2026/5,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip
