entry_threshold,10,15,21,30,42,63
1.0,0.1,0.5,0.9,1.0,0.8,-0.1
1.25,-0.5,-0.2,-0.3,-0.3,0.4,-0.0
1.5,0.6,1.0,1.4,1.4,2.0,1.4
1.75,0.6,0.8,0.4,0.6,1.2,1.1
2.0,0.8,0.6,0.5,1.0,1.0,1.2
