entry_threshold,10,15,21,30,42,63
1.0,2.0,4.5,6.6,5.1,3.3,-0.4
1.25,-8.3,-2.5,-2.1,-2.0,1.8,-0.1
1.5,13.8,16.3,16.6,11.2,11.6,6.2
1.75,20.6,18.6,6.1,6.7,10.0,5.9
2.0,29.9,15.0,8.9,12.3,9.5,7.4
