version,positions,mean_excess,hit_rate,worst_position,best_position,excess_cagr,sharpe
unconditional_with_quality,138,-0.00029102719474270353,0.5,-0.07696763110777838,0.07111554078846472,-0.007838245495656704,-0.03199340009403565
unconditional_no_quality,138,-0.00243972301372751,0.4492753623188406,-0.0698968927426189,0.09317148718595081,-0.03273533914075566,-0.2709916411729755
conditional_with_quality,13,0.013419208253494793,0.6923076923076923,-0.0294291508646163,0.0774610198754883,0.16600964141186414,1.4778277375345048
conditional_no_quality,13,0.011107531721238385,0.6153846153846154,-0.0313178420043803,0.0783503524568348,0.13477957438761345,1.14409422231032
