signal_index,signal_date,entry_date,exit_date,n_long,n_short,long_return,short_underlying_return,pure_spread_return,overlay_excess_return,long_quality_mean,short_quality_mean,raw_dispersion_z,sma21_z,sma21_high_cross,bucket
310,2015-08-13,2015-08-14,2015-09-15,9,9,-0.05705633786395499,-0.008322328232513517,-0.050084905942620175,-0.025006290514318814,63.25231653595242,45.869189157130286,0.5283963485445934,0.93172938815721,False,+0.5 to +1.5
311,2015-08-14,2015-08-17,2015-09-16,9,9,-0.05156351623808029,0.0030636880298861658,-0.05584105529813211,-0.02786644849316989,62.06766483344812,46.80857738759725,0.702456313693498,1.0314187389777687,False,+0.5 to +1.5
312,2015-08-17,2015-08-18,2015-09-17,9,9,-0.006282999913457137,0.01690976053360108,-0.023956241798953594,-0.011565925108940665,63.09441296338355,46.80857738759725,0.0174456199615169,1.0179658365596846,False,+0.5 to +1.5
313,2015-08-18,2015-08-19,2015-09-18,9,9,-0.004945919503792186,0.014935346054740228,-0.020711924415259576,-0.009957855681260746,62.91559623968674,46.80857738759725,-0.274808692673092,0.9751634712116232,False,+0.5 to +1.5
314,2015-08-19,2015-08-20,2015-09-21,9,9,-0.025063877207171435,0.0006985232206231784,-0.02644270548513083,-0.012844324101922324,63.09441296338353,43.8375074287276,0.153614970933475,0.9773111867185236,False,+0.5 to +1.5
315,2015-08-20,2015-08-21,2015-09-22,9,9,-0.026082765390730688,0.006117745520975062,-0.032488763397289,-0.01591151547810832,66.68370542281946,46.26649341496839,0.654594212388195,1.0444461426519502,False,+0.5 to +1.5
316,2015-08-21,2015-08-24,2015-09-23,9,9,-0.01727429955873056,0.036627939597092776,-0.052427061360116475,-0.02607850111604188,62.98949326553773,46.26649341496839,0.38743400231074,1.0320480254145157,False,+0.5 to +1.5
317,2015-08-24,2015-08-25,2015-09-24,9,9,-0.03063364765269958,0.03995635846678933,-0.06862480960044616,-0.03435164400685188,62.473356072869564,46.26649341496839,0.300261650778717,1.0160655026536358,False,+0.5 to +1.5
318,2015-08-25,2015-08-26,2015-09-25,9,9,0.01053939300141511,0.02045945946586663,-0.009847891374028717,-0.004477910858666874,61.615356756815686,46.26649341496839,0.0694446829841933,0.9340632271841036,False,+0.5 to +1.5
319,2015-08-26,2015-08-27,2015-09-28,9,9,-0.03472889379603323,0.005798022449903865,-0.040449511552219077,-0.020089249299662576,65.30956891409741,46.26649341496839,0.0939500882025379,0.9155479519236986,False,+0.5 to +1.5
320,2015-08-27,2015-08-28,2015-09-29,9,9,-0.036138716500847295,0.014824274536415995,-0.05055577760433012,-0.0251643649050073,64.41288286392336,50.23708484427231,0.7487542299928622,0.8913646564208926,False,+0.5 to +1.5
321,2015-08-28,2015-08-31,2015-09-30,9,9,0.004778761494825007,0.03712555007760353,-0.03185726098872234,-0.01564340822236216,62.05207066823196,53.29686266259026,0.1627406342698515,0.8018330173017709,False,+0.5 to +1.5
322,2015-08-31,2015-09-01,2015-10-01,9,9,-0.011366842411178354,0.06387947369085356,-0.0717749292008792,-0.035971900785269594,63.89674567125522,53.29686266259026,0.3622485941095834,0.7546133737852645,False,+0.5 to +1.5
323,2015-09-01,2015-09-02,2015-10-02,9,9,0.020463788084183,0.06109885228045834,-0.03896070680571714,-0.019003705868884096,67.73339750972579,49.39111569332562,0.3456161875461356,0.6655243104201872,False,+0.5 to +1.5
324,2015-09-02,2015-09-03,2015-10-05,9,9,0.04068316432344768,0.04689202266872694,-0.0060843837835929575,-0.0022880371215190476,64.03918535244405,53.29686266259026,0.0797766672264575,0.6030867749460005,False,+0.5 to +1.5
325,2015-09-03,2015-09-04,2015-10-06,9,9,0.06433593925329868,0.03120518555897301,0.03179252348593409,0.01647939998253346,64.47589926386031,51.95177568574597,0.871863177549823,0.5922783422376834,False,+0.5 to +1.5
326,2015-09-04,2015-09-08,2015-10-07,9,9,0.0620119910852308,0.05659645070285727,0.005875973944284592,0.003460722735472837,66.31000791134016,54.72865081353167,0.8429529692976325,0.6014395139718406,False,+0.5 to +1.5
327,2015-09-08,2015-09-09,2015-10-08,9,9,0.09190084475129276,0.03823788634081543,0.052224774574887584,0.026420257000569877,63.05250966547471,53.83452119183891,0.0996768464354036,0.5710005653221427,False,+0.5 to +1.5
328,2015-09-09,2015-09-10,2015-10-09,9,9,0.128566577725102,0.04488132028410425,0.08077746169586514,0.04036914309773618,64.03918535244405,53.83452119183891,-0.3081261007061451,0.4996661164931236,False,-0.5 to +0.5
329,2015-09-10,2015-09-11,2015-10-13,9,9,0.08410182258277696,0.047944422427118126,0.034779569555762356,0.018228425306067154,62.72071545190423,52.424571212640025,0.2527711223916662,0.5032285067073969,False,+0.5 to +1.5
330,2015-09-11,2015-09-14,2015-10-14,9,9,0.07869601853274695,-0.003343887918344452,0.08254956785797873,0.041352944385098955,62.54189872820744,55.23434008717484,0.6519299542981282,0.4887722820942123,False,-0.5 to +0.5
331,2015-09-14,2015-09-15,2015-10-15,9,9,0.09669892551392625,0.0015794684374346758,0.09578113042790429,0.04775605931825403,62.01576782616863,57.5384196880665,0.132480181305664,0.462131644050698,False,-0.5 to +0.5
332,2015-09-15,2015-09-16,2015-10-16,9,9,0.03882274090368577,0.005425937959119227,0.03390349269853638,0.01746425499646364,62.72071545190423,51.85578531178477,1.5474833117976243,0.5171347087178589,False,+0.5 to +1.5
333,2015-09-16,2015-09-17,2015-10-19,9,9,0.03464698267374123,-0.006218879210825562,0.04167552593931765,0.021429081023531703,61.77894281542826,53.83452119183891,1.1235801262026852,0.590837663546324,False,+0.5 to +1.5
334,2015-09-17,2015-09-18,2015-10-20,9,9,0.0726381747282107,-0.0026945938900366775,0.07579790676352949,0.03789493962864486,62.194584549865425,53.83452119183891,-0.0033871709810627,0.6096709981349115,False,+0.5 to +1.5
335,2015-09-18,2015-09-21,2015-10-21,9,9,0.05538680320631969,0.014796854839530313,0.0404394092652923,0.02079981667799624,61.98031457793143,56.65566190274217,0.550973596846269,0.6362376158080967,False,+0.5 to +1.5
336,2015-09-21,2015-09-22,2015-10-22,9,9,0.06122458187062544,0.021656098394212238,0.038935596989207955,0.019898588525140714,64.51031015925491,54.71675220184093,0.0326426558515578,0.5944929792696059,False,+0.5 to +1.5
337,2015-09-22,2015-09-23,2015-10-23,9,9,0.0973280600314878,0.024531232241602637,0.07131133383567123,0.03571843337963536,61.66545545126011,54.71675220184093,-0.1984721271210733,0.5555282680380585,False,+0.5 to +1.5
338,2015-09-23,2015-09-24,2015-10-26,9,9,0.0959961663335811,0.010635788920006774,0.08420787835352081,0.04209441100463551,61.66545545126011,55.599509987165256,-0.4340925328603036,0.5068683175898273,False,+0.5 to +1.5
339,2015-09-24,2015-09-25,2015-10-27,9,9,0.15026389797854434,0.017818624981979007,0.129279551127735,0.06383955911049291,63.383080613478874,56.1284697088676,-0.0413342179180765,0.4998645947292976,False,-0.5 to +0.5
340,2015-09-25,2015-09-28,2015-10-28,9,9,0.10973747763382788,0.03429888300883245,0.07216002984873865,0.03649530053181721,66.23537705252753,54.077600362865,-0.2079619977179645,0.4801674933510656,False,-0.5 to +0.5
341,2015-09-28,2015-09-29,2015-10-29,9,9,0.08019251935312076,0.02661126671299831,0.051346593720660895,0.02636350496467045,67.33463383662931,53.64027360690312,0.0662253212421463,0.4343400280594197,False,-0.5 to +0.5
342,2015-09-29,2015-09-30,2015-10-30,9,9,0.05988422380968263,0.02982158879988708,0.028312654444730627,0.014989482723513095,65.7950523867117,53.362259130271475,0.5393630258657314,0.4594534162638477,False,-0.5 to +0.5
343,2015-09-30,2015-10-01,2015-11-03,8,8,0.1364569813198435,0.07872843851805213,0.053460236303515894,0.02734707636766382,66.53962317630072,55.341172279769616,0.924064842180978,0.4965701668254638,False,-0.5 to +0.5
344,2015-10-01,2015-10-02,2015-11-04,8,8,0.14153182692696445,0.08386834337849557,0.053324586847925064,0.02697702519369183,64.91509996506247,55.34117227976962,0.686873149272807,0.5191592698495631,False,+0.5 to +1.5
345,2015-10-02,2015-10-05,2015-11-05,8,8,0.1405723654747295,0.08097945586404703,0.05544590336534693,0.02788392216635948,64.91509996506247,57.73012131889611,0.0363861081577433,0.5166112407692716,False,+0.5 to +1.5
346,2015-10-05,2015-10-06,2015-11-06,8,8,0.07226550431921484,0.05083609743221603,0.020206474130108117,0.010692390481241156,65.40879988834921,56.21216482523447,-0.594265291506755,0.4187026763245622,False,-0.5 to +0.5
347,2015-10-06,2015-10-07,2015-11-09,8,8,0.05204429728762254,0.053119926642421,-0.0012420719345917722,1.46070617790935e-06,67.3277259135041,55.49810005695994,-0.8988952472053854,0.3024387830846698,False,-0.5 to +0.5
348,2015-10-07,2015-10-08,2015-11-10,8,8,0.02735257703765145,0.05992277992437282,-0.031030441963480003,-0.014995637734083321,67.3277259135041,53.238673076604286,-1.3527714427015116,0.2061665995562292,False,-0.5 to +0.5
349,2015-10-08,2015-10-09,2015-11-11,8,8,0.03054856384662653,0.06403584851382166,-0.03156834010271288,-0.015333831701297644,65.97666202778149,53.23867307660428,-1.6244977816994293,0.1190861645967394,False,-0.5 to +0.5
350,2015-10-09,2015-10-13,2015-11-12,8,8,-0.00040298426225362014,0.06837362782366503,-0.06498771364810847,-0.03266473827093941,66.62685847576877,55.498100056959935,-1.6974558929069077,-0.0113776791776181,False,-0.5 to +0.5
351,2015-10-13,2015-10-14,2015-11-13,8,8,0.024595237700978743,0.082193002700789,-0.05364371108563596,-0.026743928513297655,65.09362029156557,55.49810005695994,-1.6236866332691162,-0.1645839511530925,False,-0.5 to +0.5
352,2015-10-14,2015-10-15,2015-11-16,8,8,0.016169772936672513,0.04958872714011618,-0.03160163318378083,-0.015510217553506877,65.09362029156557,55.93531189194715,-1.0723069569895065,-0.246084185335768,False,-0.5 to +0.5
353,2015-10-15,2015-10-16,2015-11-17,8,8,0.04071037342888814,0.07167693055487355,-0.02861596587223381,-0.014009327980229483,65.09362029156557,56.95470225219448,-1.3154770600397043,-0.4401112071915961,False,-0.5 to +0.5
354,2015-10-16,2015-10-19,2015-11-18,8,8,0.03353936041380351,0.06556745991878701,-0.02990793527199791,-0.014686632014104346,65.09362029156557,56.36056264001694,-2.4250407486407424,-0.6810640377731229,False,-1.5 to -0.5
355,2015-10-19,2015-10-20,2015-11-19,8,8,0.03985736601445061,0.08838310130329094,-0.04466255041448197,-0.022187756486275825,65.09362029156557,56.36056264001694,-2.109501156244966,-0.8251259439140207,False,-1.5 to -0.5
356,2015-10-20,2015-10-21,2015-11-23,8,8,0.06475547451945247,0.09147633386671919,-0.025133157369748062,-0.012196460731778134,70.3859679359812,54.49126820200939,-2.341173610251301,-1.0233557426328963,False,-1.5 to -0.5
357,2015-10-21,2015-10-22,2015-11-24,8,8,0.06872415843380467,0.10410488651985693,-0.03336887216495125,-0.016256433804299832,70.27730833315867,57.34483479454258,-2.125269147666879,-1.1719574932426118,False,-1.5 to -0.5
358,2015-10-22,2015-10-23,2015-11-25,8,8,0.036028509389272705,0.06249792586418957,-0.025597914712685865,-0.012421543700725068,70.05617363515069,55.45648031620973,-2.403568662012159,-1.3241978487991222,False,-1.5 to -0.5
359,2015-10-23,2015-10-26,2015-11-26,8,8,0.027680481926719288,0.08309826519648836,-0.05133364100714888,-0.025492817231208192,66.03727455408537,54.49126820200939,-2.920251190909485,-1.4965823480986398,False,-1.5 to -0.5
360,2015-10-26,2015-10-27,2015-11-27,8,8,0.0013550678856833274,0.07626457030508293,-0.07018591177267834,-0.035170105312678716,70.05617363515069,57.548412854214206,-1.9762468712471584,-1.629731186670707,False,< -1.5
361,2015-10-27,2015-10-28,2015-11-30,8,8,-0.051913153180519006,0.0605559772950524,-0.1056087242989092,-0.05356032043252188,65.51180461797148,58.14255246639174,-1.7075317520397288,-1.731794140249382,False,< -1.5
362,2015-10-28,2015-10-29,2015-12-01,8,8,-0.0567337776915629,0.05129064813454823,-0.10230055318317188,-0.05187699482473191,63.34307623987088,58.14255246639174,-1.8481220424016125,-1.8610024143189117,False,< -1.5
363,2015-10-29,2015-10-30,2015-12-02,8,8,-0.045890069437573504,0.020155840146242977,-0.06431002581035505,-0.03215295852246994,64.20941428280814,55.280379838878765,-1.6070152064108454,-2.0030790184530987,False,< -1.5
364,2015-10-30,2015-11-03,2015-12-03,8,8,-0.04938415120504846,0.008352924360151193,-0.05672833434357231,-0.02809722397047202,65.99738503673404,55.280379838878765,-1.2644279456904282,-2.1440841200357728,False,< -1.5
365,2015-11-03,2015-11-04,2015-12-04,8,8,-0.10341595992904375,-0.0035294298329553767,-0.10049925590201383,-0.05094037246155038,66.33584849351266,53.38628984502169,-2.065535389305661,-2.3223209313182998,False,< -1.5
366,2015-11-04,2015-11-05,2015-12-07,8,8,-0.09520489388487981,-0.009428330775184214,-0.08655979310841572,-0.04364327832313165,65.63603487138184,53.38628984502169,-2.005489259443133,-2.4497535824654157,False,< -1.5
367,2015-11-05,2015-11-06,2015-12-08,8,8,-0.08237554128806882,-0.010224352541261049,-0.07343892847322278,-0.036867765044212845,70.63332996929731,53.38628984502169,-2.079667812935211,-2.5381648709846703,False,< -1.5
368,2015-11-06,2015-11-09,2015-12-09,8,8,-0.05362834712140753,0.018746295841065488,-0.07148518870852569,-0.03585105695154271,70.63332996929731,53.38628984502169,-1.6815956747125291,-2.5771501104983034,False,< -1.5
369,2015-11-09,2015-11-10,2015-12-10,8,8,-0.04264711660321709,-0.01381210354748426,-0.028447099335545182,-0.013853286084215728,65.63603487138184,50.74832642386727,-2.4205318859737672,-2.636980840195603,False,< -1.5
370,2015-11-10,2015-11-11,2015-12-11,8,8,-0.0730615607916737,-0.030822097999928747,-0.042886283357516354,-0.021192804260901112,65.63603487138184,53.50114178309347,-2.189971349474691,-2.6625124679449126,False,< -1.5
371,2015-11-11,2015-11-12,2015-12-14,8,8,-0.07709627776728016,-0.03468090572423908,-0.04335773933159846,-0.021453510651874962,65.63603487138184,52.38728507820416,-1.1676759673241843,-2.6128966520388044,False,< -1.5
372,2015-11-12,2015-11-13,2015-12-15,8,8,-0.03791682901164449,-0.0658781100650043,0.03020011829865503,0.015495840419462364,70.7007371919227,53.38628984502169,-1.618666045556884,-2.5999633637798505,False,< -1.5
373,2015-11-13,2015-11-16,2015-12-16,8,8,-0.06588104090280548,-0.05733631043810601,-0.008389100051331592,-0.003720326342556744,65.63603487138184,52.38728507820416,-1.3542818724876422,-2.603779040226843,False,< -1.5
374,2015-11-16,2015-11-17,2015-12-17,8,8,-0.04801664541232693,-0.04740772724271879,0.00021348531316348635,0.0006026919901272302,65.63603487138184,52.38728507820416,-0.3915783996900212,-2.5278568902551357,False,< -1.5
375,2015-11-17,2015-11-18,2015-12-18,8,8,-0.06935537671116361,-0.07850037037946077,0.01000174833091146,0.005483992656370405,69.7211293736371,52.38728507820416,-0.341796722960599,-2.382992307173524,False,< -1.5
376,2015-11-18,2015-11-19,2015-12-21,8,8,-0.08704490659373948,-0.09864041315150855,0.01328447176649573,0.007165508050543378,65.63603487138184,52.38728507820416,-0.9919613244095784,-2.303644033048267,False,< -1.5
377,2015-11-19,2015-11-23,2015-12-22,8,8,-0.06332449117869327,-0.09072289091945264,0.030059226379122526,0.015366886949847069,69.37665679424018,52.38728507820416,0.0545205469384944,-2.1429567181372757,False,< -1.5
378,2015-11-23,2015-11-24,2015-12-23,8,8,-0.035489889177587663,-0.0653408333147946,0.03186415257245273,0.01625204063715896,64.51736027891013,52.38728507820416,0.0250766276276993,-2.0003807897619934,False,< -1.5
379,2015-11-24,2015-11-25,2015-12-28,8,8,0.029751733759167735,-0.04700988871308089,0.08053988741108342,0.04010003393924735,64.51736027891013,51.00564760954282,-0.5572782872534362,-1.8807901565319445,False,< -1.5
380,2015-11-25,2015-11-26,2015-12-29,8,8,0.03621857559887698,-0.052009961129970146,0.09342948264994032,0.04637493457734862,64.51736027891013,49.346558965717996,-0.8385172121360449,-1.748679875313509,False,< -1.5
381,2015-11-26,2015-11-27,2015-12-30,8,8,0.05477364270046038,-0.031081530157259906,0.0879084828486306,0.04378405152524628,64.51736027891013,52.14843511370858,-0.7846834519841347,-1.6717217227822323,False,< -1.5
382,2015-11-27,2015-11-30,2016-01-04,8,8,0.06469789837580005,-0.05106350915925203,0.12211807444129533,0.05991285062469989,60.76961511856554,48.37660575519775,-0.4915058712983876,-1.5931356268835386,False,< -1.5
383,2015-11-30,2015-12-01,2016-01-05,8,8,0.10552613964899216,-0.05106664185772035,0.16478009999600568,0.07985591875671622,62.58810333316808,48.37660575519775,-0.9358167223921494,-1.5348528417758704,False,< -1.5
384,2015-12-01,2015-12-02,2016-01-06,8,8,0.05701715265813631,-0.06492258637274852,0.12996268775514472,0.06365304269025167,60.76961511856555,50.11947282623194,-0.710632551734976,-1.4774213120998174,False,-1.5 to -0.5
385,2015-12-02,2015-12-03,2016-01-07,8,8,-0.005421417919611112,-0.09259892958435717,0.0954648459618081,0.04720470279825279,60.76961511856555,50.11947282623194,0.227487766669098,-1.3818745017328833,False,-1.5 to -0.5
386,2015-12-03,2015-12-04,2016-01-08,8,8,0.013617804989487586,-0.07180117808624838,0.09161132836190772,0.04529626191137996,59.68145798677048,49.05219403396999,0.5195005318686703,-1.2186977884087813,False,-1.5 to -0.5
387,2015-12-04,2015-12-07,2016-01-11,8,8,0.006878398047188687,-0.08271316841855646,0.09723066557966585,0.047985578705273514,59.68145798677048,49.05219403396999,-0.4261618046327385,-1.1197385592435014,False,-1.5 to -0.5
388,2015-12-07,2015-12-08,2016-01-12,8,8,-0.003881949244538171,-0.059389825629927735,0.05711868040525059,0.02893785837162057,59.68145798677048,51.85407018196058,0.4111405020382513,-0.9630111875008904,False,-1.5 to -0.5
389,2015-12-08,2015-12-09,2016-01-13,8,8,-0.01673181862351137,-0.07797367597717879,0.06534953309971035,0.03282494747864789,64.85470962082081,50.11947282623194,-0.277859150534823,-0.8748615671289488,False,-1.5 to -0.5
390,2015-12-09,2015-12-10,2016-01-14,8,8,-0.014860049001304044,-0.06293368482494546,0.05033795575615535,0.02550097588273745,67.29851546164133,50.11947282623194,-0.702247307349641,-0.7667600396249001,False,-1.5 to -0.5
391,2015-12-10,2015-12-11,2016-01-15,8,8,-0.02579903137476139,-0.07122672777253483,0.048307565767212686,0.02450637781809139,64.44772890419625,50.11947282623194,-1.284358339279866,-0.7091755698753566,False,-1.5 to -0.5
392,2015-12-11,2015-12-14,2016-01-18,8,8,-0.027384554965925338,-0.06554335210934925,0.040054002193049956,0.020460893505698928,67.29851546164133,50.11947282623194,-1.0108049588493018,-0.6990142140511559,False,-1.5 to -0.5
393,2015-12-14,2015-12-15,2016-01-19,8,8,-0.05187354840304739,-0.05311732171849257,0.0009222464722948168,0.0010206948915279803,67.29851546164133,50.11947282623194,-0.666436828720212,-0.6381164050801406,False,-1.5 to -0.5
394,2015-12-15,2015-12-16,2016-01-20,8,8,-0.054409295213786575,-0.06879275000175666,0.015013331127756498,0.00804157749833924,67.29851546164133,50.11947282623194,-0.4677568017228927,-0.5813307457780821,False,-1.5 to -0.5
395,2015-12-16,2015-12-17,2016-01-21,8,8,-0.08696392604134633,-0.08402979997314769,-0.003858566319669499,-0.0012559822070879018,64.88522708149745,50.11947282623194,-0.6589785102140112,-0.5984404665443444,False,-1.5 to -0.5
396,2015-12-17,2015-12-18,2016-01-22,8,8,-0.07697669091335785,-0.044007368558424464,-0.03456142991681287,-0.01679987512843013,64.88522708149745,50.11947282623194,-0.2955950015913799,-0.5957364682183145,False,-1.5 to -0.5
397,2015-12-18,2015-12-21,2016-01-26,8,8,-0.1018175513564642,-0.027487111043274216,-0.07638892975827705,-0.03823908927013685,64.44772890419625,53.39520028875035,-0.8103832843240377,-0.583829627190996,False,-1.5 to -0.5
398,2015-12-21,2015-12-22,2016-01-27,8,8,-0.10683497622881123,-0.013652665404676833,-0.0954963524184605,-0.04805363995786998,60.79761232935697,50.11947282623194,-1.6325325702404223,-0.6913477012562587,False,-1.5 to -0.5
399,2015-12-22,2015-12-23,2016-01-28,8,8,-0.11112876172815848,-0.02580617413627867,-0.08874249776558157,-0.04447447989582725,60.79761232935697,50.11947282623194,-1.3562391704761445,-0.7796564051899444,False,-1.5 to -0.5
400,2015-12-23,2015-12-28,2016-01-29,8,8,-0.08404795399812132,-0.002361585249486731,-0.0825052926348769,-0.04126550957234295,59.27447727014592,50.11947282623194,-0.7775674500941776,-0.7937566066528722,False,-1.5 to -0.5
401,2015-12-28,2015-12-29,2016-02-01,8,8,-0.05208663581690638,0.025225668178326326,-0.07637927217646404,-0.038270047338003925,65.11330433613406,50.11947282623194,-0.6289834728989847,-0.780327385770154,False,-1.5 to -0.5
402,2015-12-29,2015-12-30,2016-02-02,8,8,-0.09731851904357769,-0.00900709396998543,-0.0893220829082373,-0.0450579763916079,64.02514720433899,50.11947282623194,0.1162494012279446,-0.722934358224321,False,-1.5 to -0.5
403,2015-12-30,2016-01-04,2016-02-03,8,8,-0.04470072478029873,0.025646681490647777,-0.07031897212080365,-0.03521285074324616,69.2680302131032,50.11947282623194,-0.654363990237778,-0.7334432784149476,False,-1.5 to -0.5
404,2016-01-04,2016-01-05,2016-02-04,8,8,-0.013726952123135168,0.06182314475448872,-0.07117349895682662,-0.035741945986300136,64.64656934947254,53.741678344855735,-2.6573844952864474,-0.8427742771259501,False,-1.5 to -0.5
405,2016-01-05,2016-01-06,2016-02-05,8,8,-0.03195980191153225,0.06158485577836213,-0.08823302843838546,-0.04436584597714493,66.24526637913726,51.75996130932597,-2.5521892410572318,-0.9610022529538604,False,-1.5 to -0.5
406,2016-01-06,2016-01-07,2016-02-10,8,8,0.007954548510037624,0.07597896527484595,-0.06231411543823425,-0.030754994586178072,63.177094697695246,53.741678344855735,-2.8564247973539456,-1.160015287022483,False,-1.5 to -0.5
407,2016-01-07,2016-01-08,2016-02-11,8,8,-0.024101850700653075,0.05333996349952108,-0.07221890884463039,-0.03583579956628297,63.17709469769524,53.741678344855735,-2.850600352232435,-1.3782476872173544,False,-1.5 to -0.5
408,2016-01-08,2016-01-11,2016-02-12,8,8,-0.03853515179023461,0.04373242900738176,-0.0775329853767767,-0.038613218900635446,65.67688361116447,53.74167834485573,-1.4914144653583843,-1.4471196377908708,False,-1.5 to -0.5
409,2016-01-11,2016-01-12,2016-02-15,8,8,-0.007386433679494512,0.043630868798126825,-0.04792368400095208,-0.02375437714774697,66.31204784681799,53.74167834485573,-2.006731031872652,-1.6028457768693245,False,< -1.5
410,2016-01-12,2016-01-13,2016-02-16,8,8,0.030689733746730154,0.0470054339077717,-0.014530189431565262,-0.00663640141801495,64.98691659846918,53.74167834485573,-1.6513264994653298,-1.6903478601364963,False,< -1.5
411,2016-01-13,2016-01-14,2016-02-17,8,8,0.04159806169608589,0.04671308109759123,-0.0037615683168356834,-0.0012213133081533907,64.98691659846918,53.741678344855735,-0.7262417628089048,-1.6894597211996505,False,< -1.5
412,2016-01-14,2016-01-15,2016-02-18,8,8,0.054317684844680275,0.07221357119834343,-0.01565301403257421,-0.00718685562022718,64.98691659846918,53.74167834485573,-0.7787499076996482,-1.6552337273677284,False,< -1.5
413,2016-01-15,2016-01-18,2016-02-19,8,8,0.0767648292633104,0.07910705637302916,-0.001185500692976211,7.793166635801608e-05,64.98691659846918,53.74167834485573,-0.6745423573493221,-1.6317807172168992,False,< -1.5
414,2016-01-18,2016-01-19,2016-02-22,8,8,0.11852342533188152,0.06941715799859399,0.04779025875254043,0.02436747145993923,66.24526637913726,58.2794614122528,-1.2742510027679967,-1.669295270977485,False,< -1.5
415,2016-01-19,2016-01-20,2016-02-23,8,8,0.14005791308775495,0.0703783887087772,0.06842906429338463,0.03471686041451944,63.78922668901372,58.2794614122528,-1.5014850009539435,-1.7337276880285266,False,< -1.5
416,2016-01-20,2016-01-21,2016-02-24,8,8,0.11904191121268365,0.055938496653761126,0.06303070886101787,0.03209493848000401,63.78922668901372,58.27946141225281,-0.863968329913906,-1.7441858335775875,False,< -1.5
417,2016-01-21,2016-01-22,2016-02-25,8,8,0.0978401193416734,0.08960511784968683,0.008533160154218896,0.00512216179670044,63.63717834216955,53.74167834485574,-0.6143443967490879,-1.7610308033516149,False,< -1.5
418,2016-01-22,2016-01-26,2016-02-26,8,8,0.1053324051371684,0.10482880215144887,0.0010263276311642073,0.0017279870594621464,65.62218013261455,53.741678344855735,-0.7782399279984036,-1.7562436222086626,False,< -1.5
419,2016-01-26,2016-01-27,2016-02-29,8,8,0.1541960463665886,0.09297098011750214,0.058005562599648244,0.029529720577016687,64.48904031114455,55.05286399267749,-0.8879016781851704,-1.7076420702643365,False,< -1.5
420,2016-01-27,2016-01-28,2016-03-01,8,8,0.14279997372671357,0.08323964944046358,0.056745994265121974,0.02888231066242833,64.40335246184237,49.906718924011955,-1.4423541886843636,-1.7121061540935432,False,< -1.5
421,2016-01-28,2016-01-29,2016-03-02,8,8,0.09198356081907108,0.05283116817839815,0.03731177400814058,0.0194394937154312,62.5816532309917,52.54089173697828,-1.5193852635698966,-1.7572738756162518,False,< -1.5
422,2016-01-29,2016-02-01,2016-03-03,8,8,0.12743969616124484,0.0099770447651658,0.11515437218518121,0.05743728600717462,63.8900669512594,54.27762136748674,-2.0197202169680386,-1.8432450974565704,False,< -1.5
423,2016-02-01,2016-02-02,2016-03-04,8,8,0.19313804673356783,0.011649642311185725,0.17744856802509892,0.08674230598037633,63.8900669512594,54.27762136748673,-1.7592868819185203,-1.9576227758333613,False,< -1.5
424,2016-02-02,2016-02-03,2016-03-07,8,8,0.17931028610323899,0.01733921245787189,0.1573339751059834,0.07760494564572562,63.662600551918,54.27762136748674,-1.481228518545711,-2.0055701446608376,False,< -1.5
425,2016-02-03,2016-02-04,2016-03-08,8,8,0.14493431820180358,0.017655003529217537,0.12352094453946053,0.061293776564297624,66.71031320224019,54.27762136748674,-1.2604763855111043,-1.9168399090119843,False,< -1.5
426,2016-02-04,2016-02-05,2016-03-09,8,8,0.15955980871650852,0.04667309992446268,0.10687133338694767,0.05331441209295869,66.71031320224019,53.89538147044421,-1.70353346553945,-1.8630384632096544,False,< -1.5
427,2016-02-05,2016-02-10,2016-03-10,8,8,0.1837292063173861,0.044457116830199955,0.1325527896061327,0.06539563375138902,66.50046678647271,53.89538147044421,-1.610975090408212,-1.7846637818122837,False,< -1.5
428,2016-02-10,2016-02-11,2016-03-11,8,8,0.25269666906876487,0.066103269990307,0.17479222816172857,0.08491704308376122,67.37953011327072,52.24878587853611,-1.509214834550811,-1.699900140011007,False,< -1.5
429,2016-02-11,2016-02-12,2016-03-14,8,8,0.22207062637185493,0.05235554963747622,0.16033955719313858,0.07853207619397536,65.09387233254037,53.89538147044421,-0.916146282297504,-1.6615293609059654,False,< -1.5
430,2016-02-12,2016-02-15,2016-03-15,8,8,0.18549094757154622,0.02639540339785178,0.15298598625145973,0.07569475433864471,64.86305255452342,54.277621367486745,-0.814062741429624,-1.5849837556680602,False,< -1.5
431,2016-02-15,2016-02-16,2016-03-16,8,8,0.16394423666422303,0.03010507020705909,0.12866066037487106,0.06395207342648947,60.965212361291876,51.485464515263075,-1.3221792831409998,-1.5629840873008465,False,< -1.5
432,2016-02-16,2016-02-17,2016-03-17,8,8,0.24227640409121665,0.037856508812183054,0.19714837812487448,0.09680681518679712,58.65858121831205,49.79577158958433,-1.5226328356775083,-1.6112704140058502,False,< -1.5
433,2016-02-17,2016-02-18,2016-03-18,8,8,0.2295014461421476,-0.0024864104074241076,0.23158609412203135,0.1119387389467975,64.86305255452342,51.518551995032254,-0.924122671676696,-1.6181912111427783,False,< -1.5
434,2016-02-18,2016-02-19,2016-03-21,8,8,0.19495683562817934,-0.0025920244267893205,0.1972923639014595,0.09590179732820571,64.31168500151114,51.518551995032254,-0.826734681135456,-1.6253718380211215,False,< -1.5
